,Nat_Dex,Name,Type,Files
508,#344,Claydol,Psychic,Psychic-344Claydol.png
509,#345,Lileep,Rock,Rock-345Lileep.png
510,#345,Lileep,Grass,Grass-345Lileep.png
511,#346,Cradily,Rock,Rock-346Cradily.png
512,#346,Cradily,Grass,Grass-346Cradily.png
513,#347,Anorith,Rock,Rock-347Anorith.png
514,#347,Anorith,Bug,Bug-347Anorith.png
515,#348,Armaldo,Rock,Rock-348Armaldo.png
516,#348,Armaldo,Bug,Bug-348Armaldo.png
517,#349,Feebas,Water,Water-349Feebas.png
518,#350,Milotic,Water,Water-350Milotic.png
519,#351,Castform,Normal,Normal-351Castform.png
520,#352,Kecleon,Normal,Normal-352Kecleon.png
521,#353,Shuppet,Ghost,Ghost-353Shuppet.png
522,#354,Banette,Ghost,Ghost-354Banette.png
523,#355,Duskull,Ghost,Ghost-355Duskull.png
524,#356,Dusclops,Ghost,Ghost-356Dusclops.png
525,#357,Tropius,Grass,Grass-357Tropius.png
526,#357,Tropius,Flying,Flying-357Tropius.png
527,#358,Chimecho,Psychic,Psychic-358Chimecho.png
528,#359,Absol,Dark,Dark-359Absol.png
529,#360,Wynaut,Psychic,Psychic-360Wynaut.png
530,#361,Snorunt,Ice,Ice-361Snorunt.png
531,#362,Glalie,Ice,Ice-362Glalie.png
532,#363,Spheal,Ice,Ice-363Spheal.png
533,#363,Spheal,Water,Water-363Spheal.png
534,#364,Sealeo,Ice,Ice-364Sealeo.png
535,#364,Sealeo,Water,Water-364Sealeo.png
536,#365,Walrein,Ice,Ice-365Walrein.png
537,#365,Walrein,Water,Water-365Walrein.png
538,#366,Clamperl,Water,Water-366Clamperl.png
539,#367,Huntail,Water,Water-367Huntail.png
540,#368,Gorebyss,Water,Water-368Gorebyss.png
541,#369,Relicanth,Water,Water-369Relicanth.png
542,#369,Relicanth,Rock,Rock-369Relicanth.png
543,#370,Luvdisc,Water,Water-370Luvdisc.png
544,#371,Bagon,Dragon,Dragon-371Bagon.png
545,#372,Shelgon,Dragon,Dragon-372Shelgon.png
546,#373,Salamence,Dragon,Dragon-373Salamence.png
547,#373,Salamence,Flying,Flying-373Salamence.png
548,#374,Beldum,Steel,Steel-374Beldum.png
549,#374,Beldum,Psychic,Psychic-374Beldum.png
550,#375,Metang,Steel,Steel-375Metang.png
551,#375,Metang,Psychic,Psychic-375Metang.png
552,#376,Metagross,Steel,Steel-376Metagross.png
553,#376,Metagross,Psychic,Psychic-376Metagross.png
554,#377,Regirock,Rock,Rock-377Regirock.png
555,#378,Regice,Ice,Ice-378Regice.png
556,#379,Registeel,Steel,Steel-379Registeel.png
557,#380,Latias,Dragon,Dragon-380Latias.png
558,#380,Latias,Psychic,Psychic-380Latias.png
559,#381,Latios,Dragon,Dragon-381Latios.png
560,#381,Latios,Psychic,Psychic-381Latios.png
561,#382,Kyogre,Water,Water-382Kyogre.png
562,#383,Groudon,Ground,Ground-383Groudon.png
563,#384,Rayquaza,Dragon,Dragon-384Rayquaza.png
564,#384,Rayquaza,Flying,Flying-384Rayquaza.png
565,#385,Jirachi,Steel,Steel-385Jirachi.png
566,#385,Jirachi,Psychic,Psychic-385Jirachi.png
567,#386,Deoxys,Psychic,Psychic-386Deoxys.png
568,#387,Turtwig,Grass,Grass-387Turtwig.png
569,#388,Grotle,Grass,Grass-388Grotle.png
570,#389,Torterra,Grass,Grass-389Torterra.png
571,#389,Torterra,Ground,Ground-389Torterra.png
572,#390,Chimchar,Fire,Fire-390Chimchar.png
573,#391,Monferno,Fire,Fire-391Monferno.png
574,#391,Monferno,Fighting,Fighting-391Monferno.png
575,#392,Infernape,Fire,Fire-392Infernape.png
576,#392,Infernape,Fighting,Fighting-392Infernape.png
577,#393,Piplup,Water,Water-393Piplup.png
578,#394,Prinplup,Water,Water-394Prinplup.png
579,#395,Empoleon,Water,Water-395Empoleon.png
580,#395,Empoleon,Steel,Steel-395Empoleon.png
581,#396,Starly,Normal,Normal-396Starly.png
582,#396,Starly,Flying,Flying-396Starly.png
583,#397,Staravia,Normal,Normal-397Staravia.png
584,#397,Staravia,Flying,Flying-397Staravia.png
585,#398,Staraptor,Normal,Normal-398Staraptor.png
586,#398,Staraptor,Flying,Flying-398Staraptor.png
587,#399,Bidoof,Normal,Normal-399Bidoof.png
588,#400,Bibarel,Normal,Normal-400Bibarel.png
589,#400,Bibarel,Water,Water-400Bibarel.png
590,#401,Kricketot,Bug,Bug-401Kricketot.png
591,#402,Kricketune,Bug,Bug-402Kricketune.png
592,#403,Shinx,Electric,Electric-403Shinx.png
593,#404,Luxio,Electric,Electric-404Luxio.png
594,#405,Luxray,Electric,Electric-405Luxray.png
595,#406,Budew,Grass,Grass-406Budew.png
596,#406,Budew,Poison,Poison-406Budew.png
597,#407,Roserade,Grass,Grass-407Roserade.png
598,#407,Roserade,Poison,Poison-407Roserade.png
599,#408,Cranidos,Rock,Rock-408Cranidos.png
600,#409,Rampardos,Rock,Rock-409Rampardos.png
601,#410,Shieldon,Rock,Rock-410Shieldon.png
602,#410,Shieldon,Steel,Steel-410Shieldon.png
603,#411,Bastiodon,Rock,Rock-411Bastiodon.png
604,#411,Bastiodon,Steel,Steel-411Bastiodon.png
605,#412,Burmy,Bug,Bug-412Burmy-Plant.png
606,#413,Wormadam,Bug,Bug-413Wormadam-Plant.png
607,#413,Wormadam,Grass,Grass-413Wormadam-Plant.png
608,#414,Mothim,Bug,Bug-414Mothim.png
609,#414,Mothim,Flying,Flying-414Mothim.png
610,#415,Combee,Bug,Bug-415Combee.png
611,#415,Combee,Flying,Flying-415Combee.png
612,#416,Vespiquen,Bug,Bug-416Vespiquen.png
613,#416,Vespiquen,Flying,Flying-416Vespiquen.png
614,#417,Pachirisu,Electric,Electric-417Pachirisu.png
615,#418,Buizel,Water,Water-418Buizel.png
616,#419,Floatzel,Water,Water-419Floatzel.png
617,#420,Cherubi,Grass,Grass-420Cherubi.png
618,#421,Cherrim,Grass,Grass-421Cherrim-Overcast.png
619,#422,Shellos,Water,Water-422Shellos.png
620,#423,Gastrodon,Water,Water-423Gastrodon.png
621,#423,Gastrodon,Ground,Ground-423Gastrodon.png
622,#424,Ambipom,Normal,Normal-424Ambipom.png
623,#425,Drifloon,Ghost,Ghost-425Drifloon.png
624,#425,Drifloon,Flying,Flying-425Drifloon.png
625,#426,Drifblim,Ghost,Ghost-426Drifblim.png
626,#426,Drifblim,Flying,Flying-426Drifblim.png
627,#427,Buneary,Normal,Normal-427Buneary.png
628,#428,Lopunny,Normal,Normal-428Lopunny.png
629,#429,Mismagius,Ghost,Ghost-429Mismagius.png
630,#430,Honchkrow,Dark,Dark-430Honchkrow.png
631,#430,Honchkrow,Flying,Flying-430Honchkrow.png
632,#431,Glameow,Normal,Normal-431Glameow.png
633,#432,Purugly,Normal,Normal-432Purugly.png
634,#433,Chingling,Psychic,Psychic-433Chingling.png
635,#434,Stunky,Poison,Poison-434Stunky.png
636,#434,Stunky,Dark,Dark-434Stunky.png
637,#435,Skuntank,Poison,Poison-435Skuntank.png
638,#435,Skuntank,Dark,Dark-435Skuntank.png
639,#436,Bronzor,Steel,Steel-436Bronzor.png
640,#436,Bronzor,Psychic,Psychic-436Bronzor.png
641,#437,Bronzong,Steel,Steel-437Bronzong.png
642,#437,Bronzong,Psychic,Psychic-437Bronzong.png
643,#438,Bonsly,Rock,Rock-438Bonsly.png
644,#439,Mime Jr.,Psychic,Psychic-439Mime_Jr.png
645,#439,Mime Jr.,Fairy,Fairy-439Mime_Jr.png
646,#440,Happiny,Normal,Normal-440Happiny.png
647,#441,Chatot,Normal,Normal-441Chatot.png
648,#441,Chatot,Flying,Flying-441Chatot.png
649,#442,Spiritomb,Ghost,Ghost-442Spiritomb.png
650,#442,Spiritomb,Dark,Dark-442Spiritomb.png
651,#443,Gible,Dragon,Dragon-443Gible.png
652,#443,Gible,Ground,Ground-443Gible.png
653,#444,Gabite,Dragon,Dragon-444Gabite.png
654,#444,Gabite,Ground,Ground-444Gabite.png
655,#445,Garchomp,Dragon,Dragon-445Garchomp.png
656,#445,Garchomp,Ground,Ground-445Garchomp.png
657,#446,Munchlax,Normal,Normal-446Munchlax.png
658,#447,Riolu,Fighting,Fighting-447Riolu.png
659,#448,Lucario,Fighting,Fighting-448Lucario.png
660,#448,Lucario,Steel,Steel-448Lucario.png
661,#449,Hippopotas,Ground,Ground-449Hippopotas.png
662,#450,Hippowdon,Ground,Ground-450Hippowdon.png
663,#451,Skorupi,Poison,Poison-451Skorupi.png
664,#451,Skorupi,Bug,Bug-451Skorupi.png
665,#452,Drapion,Poison,Poison-452Drapion.png
666,#452,Drapion,Dark,Dark-452Drapion.png
667,#453,Croagunk,Poison,Poison-453Croagunk.png
668,#453,Croagunk,Fighting,Fighting-453Croagunk.png
669,#454,Toxicroak,Poison,Poison-454Toxicroak.png
670,#454,Toxicroak,Fighting,Fighting-454Toxicroak.png
671,#455,Carnivine,Grass,Grass-455Carnivine.png
672,#456,Finneon,Water,Water-456Finneon.png
673,#457,Lumineon,Water,Water-457Lumineon.png
674,#458,Mantyke,Water,Water-458Mantyke.png
675,#458,Mantyke,Flying,Flying-458Mantyke.png
676,#459,Snover,Grass,Grass-459Snover.png
677,#459,Snover,Ice,Ice-459Snover.png
678,#460,Abomasnow,Grass,Grass-460Abomasnow.png
679,#460,Abomasnow,Ice,Ice-460Abomasnow.png
680,#461,Weavile,Dark,Dark-461Weavile.png
681,#461,Weavile,Ice,Ice-461Weavile.png
682,#462,Magnezone,Electric,Electric-462Magnezone.png
683,#462,Magnezone,Steel,Steel-462Magnezone.png
684,#463,Lickilicky,Normal,Normal-463Lickilicky.png
685,#464,Rhyperior,Ground,Ground-464Rhyperior.png
686,#464,Rhyperior,Rock,Rock-464Rhyperior.png
687,#465,Tangrowth,Grass,Grass-465Tangrowth.png
688,#466,Electivire,Electric,Electric-466Electivire.png
689,#467,Magmortar,Fire,Fire-467Magmortar.png
690,#468,Togekiss,Fairy,Fairy-468Togekiss.png
691,#468,Togekiss,Flying,Flying-468Togekiss.png
692,#469,Yanmega,Bug,Bug-469Yanmega.png
693,#469,Yanmega,Flying,Flying-469Yanmega.png
694,#470,Leafeon,Grass,Grass-470Leafeon.png
695,#471,Glaceon,Ice,Ice-471Glaceon.png
696,#472,Gliscor,Ground,Ground-472Gliscor.png
697,#472,Gliscor,Flying,Flying-472Gliscor.png
698,#473,Mamoswine,Ice,Ice-473Mamoswine.png
699,#473,Mamoswine,Ground,Ground-473Mamoswine.png
700,#474,Porygon-Z,Normal,Normal-474Porygon-Z.png
701,#475,Gallade,Psychic,Psychic-475Gallade.png
702,#475,Gallade,Fighting,Fighting-475Gallade.png
703,#476,Probopass,Rock,Rock-476Probopass.png
704,#476,Probopass,Steel,Steel-476Probopass.png
705,#477,Dusknoir,Ghost,Ghost-477Dusknoir.png
706,#478,Froslass,Ice,Ice-478Froslass.png
707,#478,Froslass,Ghost,Ghost-478Froslass.png
708,#479,Rotom,Electric,Electric-479Rotom.png
709,#479,Rotom,Ghost,Ghost-479Rotom.png
710,#480,Uxie,Psychic,Psychic-480Uxie.png
711,#481,Mesprit,Psychic,Psychic-481Mesprit.png
712,#482,Azelf,Psychic,Psychic-482Azelf.png
713,#483,Dialga,Steel,Steel-483Dialga.png
714,#483,Dialga,Dragon,Dragon-483Dialga.png
715,#484,Palkia,Water,Water-484Palkia.png
716,#484,Palkia,Dragon,Dragon-484Palkia.png
717,#485,Heatran,Fire,Fire-485Heatran.png
718,#485,Heatran,Steel,Steel-485Heatran.png
719,#486,Regigigas,Normal,Normal-486Regigigas.png
720,#487,Giratina,Ghost,Ghost-487Giratina-Altered.png
721,#487,Giratina,Dragon,Dragon-487Giratina-Altered.png
722,#488,Cresselia,Psychic,Psychic-488Cresselia.png
723,#489,Phione,Water,Water-489Phione.png
724,#490,Manaphy,Water,Water-490Manaphy.png
725,#491,Darkrai,Dark,Dark-491Darkrai.png
726,#492,Shaymin,Grass,Grass-492Shaymin-Land.png
727,#493,Arceus,Normal,Normal-493Arceus.png
728,#494,Victini,Psychic,Psychic-494Victini.png
729,#494,Victini,Fire,Fire-494Victini.png
730,#495,Snivy,Grass,Grass-495Snivy.png
731,#496,Servine,Grass,Grass-496Servine.png
732,#497,Serperior,Grass,Grass-497Serperior.png
733,#498,Tepig,Fire,Fire-498Tepig.png
734,#499,Pignite,Fire,Fire-499Pignite.png
735,#499,Pignite,Fighting,Fighting-499Pignite.png
736,#500,Emboar,Fire,Fire-500Emboar.png
737,#500,Emboar,Fighting,Fighting-500Emboar.png
738,#501,Oshawott,Water,Water-501Oshawott.png
739,#502,Dewott,Water,Water-502Dewott.png
740,#503,Samurott,Water,Water-503Samurott.png
741,#504,Patrat,Normal,Normal-504Patrat.png
742,#505,Watchog,Normal,Normal-505Watchog.png
743,#506,Lillipup,Normal,Normal-506Lillipup.png
744,#507,Herdier,Normal,Normal-507Herdier.png
745,#508,Stoutland,Normal,Normal-508Stoutland.png
746,#509,Purrloin,Dark,Dark-509Purrloin.png
747,#510,Liepard,Dark,Dark-510Liepard.png
748,#511,Pansage,Grass,Grass-511Pansage.png
749,#512,Simisage,Grass,Grass-512Simisage.png
750,#513,Pansear,Fire,Fire-513Pansear.png
751,#514,Simisear,Fire,Fire-514Simisear.png
752,#515,Panpour,Water,Water-515Panpour.png
753,#516,Simipour,Water,Water-516Simipour.png
754,#517,Munna,Psychic,Psychic-517Munna.png
755,#518,Musharna,Psychic,Psychic-518Musharna.png
756,#519,Pidove,Normal,Normal-519Pidove.png
757,#519,Pidove,Flying,Flying-519Pidove.png
758,#520,Tranquill,Normal,Normal-520Tranquill.png
759,#520,Tranquill,Flying,Flying-520Tranquill.png
760,#521,Unfezant,Normal,Normal-521Unfezant.png
761,#521,Unfezant,Flying,Flying-521Unfezant.png
762,#522,Blitzle,Electric,Electric-522Blitzle.png
763,#523,Zebstrika,Electric,Electric-523Zebstrika.png
764,#524,Roggenrola,Rock,Rock-524Roggenrola.png
765,#525,Boldore,Rock,Rock-525Boldore.png
766,#526,Gigalith,Rock,Rock-526Gigalith.png
767,#527,Woobat,Psychic,Psychic-527Woobat.png
768,#527,Woobat,Flying,Flying-527Woobat.png
769,#528,Swoobat,Psychic,Psychic-528Swoobat.png
770,#528,Swoobat,Flying,Flying-528Swoobat.png
771,#529,Drilbur,Ground,Ground-529Drilbur.png
772,#530,Excadrill,Ground,Ground-530Excadrill.png
773,#530,Excadrill,Steel,Steel-530Excadrill.png
774,#531,Audino,Normal,Normal-531Audino.png
775,#532,Timburr,Fighting,Fighting-532Timburr.png
776,#533,Gurdurr,Fighting,Fighting-533Gurdurr.png
777,#534,Conkeldurr,Fighting,Fighting-534Conkeldurr.png
778,#535,Tympole,Water,Water-535Tympole.png
779,#536,Palpitoad,Water,Water-536Palpitoad.png
780,#536,Palpitoad,Ground,Ground-536Palpitoad.png
781,#537,Seismitoad,Water,Water-537Seismitoad.png
782,#537,Seismitoad,Ground,Ground-537Seismitoad.png
783,#538,Throh,Fighting,Fighting-538Throh.png
784,#539,Sawk,Fighting,Fighting-539Sawk.png
785,#540,Sewaddle,Bug,Bug-540Sewaddle.png
786,#540,Sewaddle,Grass,Grass-540Sewaddle.png
787,#541,Swadloon,Bug,Bug-541Swadloon.png
788,#541,Swadloon,Grass,Grass-541Swadloon.png
789,#542,Leavanny,Bug,Bug-542Leavanny.png
790,#542,Leavanny,Grass,Grass-542Leavanny.png
791,#543,Venipede,Bug,Bug-543Venipede.png
792,#543,Venipede,Poison,Poison-543Venipede.png
793,#544,Whirlipede,Bug,Bug-544Whirlipede.png
794,#544,Whirlipede,Poison,Poison-544Whirlipede.png
795,#545,Scolipede,Bug,Bug-545Scolipede.png
796,#545,Scolipede,Poison,Poison-545Scolipede.png
797,#546,Cottonee,Grass,Grass-546Cottonee.png
798,#546,Cottonee,Fairy,Fairy-546Cottonee.png
799,#547,Whimsicott,Grass,Grass-547Whimsicott.png
800,#547,Whimsicott,Fairy,Fairy-547Whimsicott.png
801,#548,Petilil,Grass,Grass-548Petilil.png
802,#549,Lilligant,Grass,Grass-549Lilligant.png
803,#550,Basculin,Water,Water-550Basculin.png
804,#551,Sandile,Ground,Ground-551Sandile.png
805,#551,Sandile,Dark,Dark-551Sandile.png
806,#552,Krokorok,Ground,Ground-552Krokorok.png
807,#552,Krokorok,Dark,Dark-552Krokorok.png
808,#553,Krookodile,Ground,Ground-553Krookodile.png
809,#553,Krookodile,Dark,Dark-553Krookodile.png
810,#554,Darumaka,Fire,Fire-554Darumaka.png
811,#555,Darmanitan,Fire,Fire-555Darmanitan.png
812,#556,Maractus,Grass,Grass-556Maractus.png
813,#557,Dwebble,Bug,Bug-557Dwebble.png
814,#557,Dwebble,Rock,Rock-557Dwebble.png
815,#558,Crustle,Bug,Bug-558Crustle.png
816,#558,Crustle,Rock,Rock-558Crustle.png
817,#559,Scraggy,Dark,Dark-559Scraggy.png
818,#559,Scraggy,Fighting,Fighting-559Scraggy.png
819,#560,Scrafty,Dark,Dark-560Scrafty.png
820,#560,Scrafty,Fighting,Fighting-560Scrafty.png
821,#561,Sigilyph,Psychic,Psychic-561Sigilyph.png
822,#561,Sigilyph,Flying,Flying-561Sigilyph.png
823,#562,Yamask,Ghost,Ghost-562Yamask.png
824,#563,Cofagrigus,Ghost,Ghost-563Cofagrigus.png
825,#564,Tirtouga,Water,Water-564Tirtouga.png
826,#564,Tirtouga,Rock,Rock-564Tirtouga.png
827,#565,Carracosta,Water,Water-565Carracosta.png
828,#565,Carracosta,Rock,Rock-565Carracosta.png
829,#566,Archen,Rock,Rock-566Archen.png
830,#566,Archen,Flying,Flying-566Archen.png
831,#567,Archeops,Rock,Rock-567Archeops.png
832,#567,Archeops,Flying,Flying-567Archeops.png
833,#568,Trubbish,Poison,Poison-568Trubbish.png
834,#569,Garbodor,Poison,Poison-569Garbodor.png
835,#570,Zorua,Dark,Dark-570Zorua.png
836,#571,Zoroark,Dark,Dark-571Zoroark.png
837,#572,Minccino,Normal,Normal-572Minccino.png
838,#573,Cinccino,Normal,Normal-573Cinccino.png
839,#574,Gothita,Psychic,Psychic-574Gothita.png
840,#575,Gothorita,Psychic,Psychic-575Gothorita.png
841,#576,Gothitelle,Psychic,Psychic-576Gothitelle.png
842,#577,Solosis,Psychic,Psychic-577Solosis.png
843,#578,Duosion,Psychic,Psychic-578Duosion.png
844,#579,Reuniclus,Psychic,Psychic-579Reuniclus.png
845,#580,Ducklett,Water,Water-580Ducklett.png
846,#580,Ducklett,Flying,Flying-580Ducklett.png
847,#581,Swanna,Water,Water-581Swanna.png
848,#581,Swanna,Flying,Flying-581Swanna.png
849,#582,Vanillite,Ice,Ice-582Vanillite.png
850,#583,Vanillish,Ice,Ice-583Vanillish.png
851,#584,Vanilluxe,Ice,Ice-584Vanilluxe.png
852,#585,Deerling,Normal,Normal-585Deerling-Spring.png
853,#585,Deerling,Grass,Grass-585Deerling-Spring.png
854,#586,Sawsbuck,Normal,Normal-586Sawsbuck-Spring.png
855,#586,Sawsbuck,Grass,Grass-586Sawsbuck-Spring.png
856,#587,Emolga,Electric,Electric-587Emolga.png
857,#587,Emolga,Flying,Flying-587Emolga.png
858,#588,Karrablast,Bug,Bug-588Karrablast.png
859,#589,Escavalier,Bug,Bug-589Escavalier.png
860,#589,Escavalier,Steel,Steel-589Escavalier.png
861,#590,Foongus,Grass,Grass-590Foongus.png
862,#590,Foongus,Poison,Poison-590Foongus.png
863,#591,Amoonguss,Grass,Grass-591Amoonguss.png
864,#591,Amoonguss,Poison,Poison-591Amoonguss.png
865,#592,Frillish,Water,Water-592Frillish.png
866,#592,Frillish,Ghost,Ghost-592Frillish.png
867,#593,Jellicent,Water,Water-593Jellicent.png
868,#593,Jellicent,Ghost,Ghost-593Jellicent.png
869,#594,Alomomola,Water,Water-594Alomomola.png
870,#595,Joltik,Bug,Bug-595Joltik.png
871,#595,Joltik,Electric,Electric-595Joltik.png
872,#596,Galvantula,Bug,Bug-596Galvantula.png
873,#596,Galvantula,Electric,Electric-596Galvantula.png
874,#597,Ferroseed,Grass,Grass-597Ferroseed.png
875,#597,Ferroseed,Steel,Steel-597Ferroseed.png
876,#598,Ferrothorn,Grass,Grass-598Ferrothorn.png
877,#598,Ferrothorn,Steel,Steel-598Ferrothorn.png
878,#599,Klink,Steel,Steel-599Klink.png
879,#600,Klang,Steel,Steel-600Klang.png
880,#601,Klinklang,Steel,Steel-601Klinklang.png
881,#602,Tynamo,Electric,Electric-602Tynamo.png
882,#603,Eelektrik,Electric,Electric-603Eelektrik.png
883,#604,Eelektross,Electric,Electric-604Eelektross.png
884,#605,Elgyem,Psychic,Psychic-605Elgyem.png
885,#606,Beheeyem,Psychic,Psychic-606Beheeyem.png
886,#607,Litwick,Ghost,Ghost-607Litwick.png
887,#607,Litwick,Fire,Fire-607Litwick.png
888,#608,Lampent,Ghost,Ghost-608Lampent.png
889,#608,Lampent,Fire,Fire-608Lampent.png
890,#609,Chandelure,Ghost,Ghost-609Chandelure.png
891,#609,Chandelure,Fire,Fire-609Chandelure.png
892,#610,Axew,Dragon,Dragon-610Axew.png
893,#611,Fraxure,Dragon,Dragon-611Fraxure.png
894,#612,Haxorus,Dragon,Dragon-612Haxorus.png
895,#613,Cubchoo,Ice,Ice-613Cubchoo.png
896,#614,Beartic,Ice,Ice-614Beartic.png
897,#615,Cryogonal,Ice,Ice-615Cryogonal.png
898,#616,Shelmet,Bug,Bug-616Shelmet.png
899,#617,Accelgor,Bug,Bug-617Accelgor.png
900,#618,Stunfisk,Ground,Ground-618Stunfisk.png
901,#618,Stunfisk,Electric,Electric-618Stunfisk.png
902,#619,Mienfoo,Fighting,Fighting-619Mienfoo.png
903,#620,Mienshao,Fighting,Fighting-620Mienshao.png
904,#621,Druddigon,Dragon,Dragon-621Druddigon.png
905,#622,Golett,Ground,Ground-622Golett.png
906,#622,Golett,Ghost,Ghost-622Golett.png
907,#623,Golurk,Ground,Ground-623Golurk.png
908,#623,Golurk,Ghost,Ghost-623Golurk.png
909,#624,Pawniard,Dark,Dark-624Pawniard.png
910,#624,Pawniard,Steel,Steel-624Pawniard.png
911,#625,Bisharp,Dark,Dark-625Bisharp.png
912,#625,Bisharp,Steel,Steel-625Bisharp.png
913,#626,Bouffalant,Normal,Normal-626Bouffalant.png
914,#627,Rufflet,Normal,Normal-627Rufflet.png
915,#627,Rufflet,Flying,Flying-627Rufflet.png
916,#628,Braviary,Normal,Normal-628Braviary.png
917,#628,Braviary,Flying,Flying-628Braviary.png
918,#629,Vullaby,Dark,Dark-629Vullaby.png
919,#629,Vullaby,Flying,Flying-629Vullaby.png
920,#630,Mandibuzz,Dark,Dark-630Mandibuzz.png
921,#630,Mandibuzz,Flying,Flying-630Mandibuzz.png
922,#631,Heatmor,Fire,Fire-631Heatmor.png
923,#632,Durant,Bug,Bug-632Durant.png
924,#632,Durant,Steel,Steel-632Durant.png
925,#633,Deino,Dark,Dark-633Deino.png
926,#633,Deino,Dragon,Dragon-633Deino.png
927,#634,Zweilous,Dark,Dark-634Zweilous.png
928,#634,Zweilous,Dragon,Dragon-634Zweilous.png
929,#635,Hydreigon,Dark,Dark-635Hydreigon.png
930,#635,Hydreigon,Dragon,Dragon-635Hydreigon.png
931,#636,Larvesta,Bug,Bug-636Larvesta.png
932,#636,Larvesta,Fire,Fire-636Larvesta.png
933,#637,Volcarona,Bug,Bug-637Volcarona.png
934,#637,Volcarona,Fire,Fire-637Volcarona.png
935,#638,Cobalion,Steel,Steel-638Cobalion.png
936,#638,Cobalion,Fighting,Fighting-638Cobalion.png
937,#639,Terrakion,Rock,Rock-639Terrakion.png
938,#639,Terrakion,Fighting,Fighting-639Terrakion.png
939,#640,Virizion,Grass,Grass-640Virizion.png
940,#640,Virizion,Fighting,Fighting-640Virizion.png
941,#641,Tornadus,Flying,Flying-641Tornadus.png
942,#642,Thundurus,Electric,Electric-642Thundurus.png
943,#642,Thundurus,Flying,Flying-642Thundurus.png
944,#643,Reshiram,Dragon,Dragon-643Reshiram.png
945,#643,Reshiram,Fire,Fire-643Reshiram.png
946,#644,Zekrom,Dragon,Dragon-644Zekrom.png
947,#644,Zekrom,Electric,Electric-644Zekrom.png
948,#645,Landorus,Ground,Ground-645Landorus.png
949,#645,Landorus,Flying,Flying-645Landorus.png
950,#646,Kyurem,Dragon,Dragon-646Kyurem.png
951,#646,Kyurem,Ice,Ice-646Kyurem.png
952,#647,Keldeo,Water,Water-647Keldeo.png
953,#647,Keldeo,Fighting,Fighting-647Keldeo.png
954,#648,Meloetta,Normal,Normal-648Meloetta.png
955,#648,Meloetta,Psychic,Psychic-648Meloetta.png
956,#649,Genesect,Bug,Bug-649Genesect.png
957,#649,Genesect,Steel,Steel-649Genesect.png
958,#650,Chespin,Grass,Grass-650Chespin.png
959,#651,Quilladin,Grass,Grass-651Quilladin.png
960,#652,Chesnaught,Grass,Grass-652Chesnaught.png
961,#652,Chesnaught,Fighting,Fighting-652Chesnaught.png
962,#653,Fennekin,Fire,Fire-653Fennekin.png
963,#654,Braixen,Fire,Fire-654Braixen.png
964,#655,Delphox,Fire,Fire-655Delphox.png
965,#655,Delphox,Psychic,Psychic-655Delphox.png
966,#656,Froakie,Water,Water-656Froakie.png
967,#657,Frogadier,Water,Water-657Frogadier.png
968,#658,Greninja,Water,Water-658Greninja.png
969,#658,Greninja,Dark,Dark-658Greninja.png
970,#659,Bunnelby,Normal,Normal-659Bunnelby.png
971,#660,Diggersby,Normal,Normal-660Diggersby.png
972,#660,Diggersby,Ground,Ground-660Diggersby.png
973,#661,Fletchling,Normal,Normal-661Fletchling.png
974,#661,Fletchling,Flying,Flying-661Fletchling.png
975,#662,Fletchinder,Fire,Fire-662Fletchinder.png
976,#662,Fletchinder,Flying,Flying-662Fletchinder.png
977,#663,Talonflame,Fire,Fire-663Talonflame.png
978,#663,Talonflame,Flying,Flying-663Talonflame.png
979,#664,Scatterbug,Bug,Bug-664Scatterbug.png
980,#665,Spewpa,Bug,Bug-665Spewpa.png
981,#666,Vivillon,Bug,Bug-666Vivillon.png
982,#666,Vivillon,Flying,Flying-666Vivillon.png
983,#667,Litleo,Fire,Fire-667Litleo.png
984,#667,Litleo,Normal,Normal-667Litleo.png
985,#668,Pyroar,Fire,Fire-668Pyroar.png
986,#668,Pyroar,Normal,Normal-668Pyroar.png
987,#669,Flabébé,Fairy,Fairy-669Flab%C3%A9b%C3%A9.png
988,#670,Floette,Fairy,Fairy-670Floette.png
989,#671,Florges,Fairy,Fairy-671Florges.png
990,#672,Skiddo,Grass,Grass-672Skiddo.png
991,#673,Gogoat,Grass,Grass-673Gogoat.png
992,#674,Pancham,Fighting,Fighting-674Pancham.png
993,#675,Pangoro,Fighting,Fighting-675Pangoro.png
994,#675,Pangoro,Dark,Dark-675Pangoro.png
995,#676,Furfrou,Normal,Normal-676Furfrou.png
996,#677,Espurr,Psychic,Psychic-677Espurr.png
997,#678,Meowstic,Psychic,Psychic-678Meowstic.png
998,#679,Honedge,Steel,Steel-679Honedge.png
999,#679,Honedge,Ghost,Ghost-679Honedge.png
1000,#680,Doublade,Steel,Steel-680Doublade.png
1001,#680,Doublade,Ghost,Ghost-680Doublade.png
1002,#681,Aegislash,Steel,Steel-681Aegislash.png
1003,#681,Aegislash,Ghost,Ghost-681Aegislash.png
1004,#682,Spritzee,Fairy,Fairy-682Spritzee.png
1005,#683,Aromatisse,Fairy,Fairy-683Aromatisse.png
1006,#684,Swirlix,Fairy,Fairy-684Swirlix.png
1007,#685,Slurpuff,Fairy,Fairy-685Slurpuff.png
1008,#686,Inkay,Dark,Dark-686Inkay.png
1009,#686,Inkay,Psychic,Psychic-686Inkay.png
1010,#687,Malamar,Dark,Dark-687Malamar.png
